timestamp,temp,pH,light_prim,light_sec,air,co2,heater_pump,cooler_pump,co2_pump,turb_pump,comments
2025-10-31 08:45:48,20.71,6.74,233.0,830.0,317.55,5.46,0.0,70.0,0.0,0.0,
2025-10-31 08:50:48,20.75,6.81,233.0,831.0,316.25,3.59,0.0,70.0,0.0,0.0,
2025-10-31 08:55:49,20.7,6.74,234.0,830.0,316.25,4.69,0.0,70.0,0.0,0.0,
2025-10-31 09:00:49,20.79,6.77,233.0,831.0,316.25,6.65,0.0,70.0,0.0,0.0,
2025-10-31 09:05:49,20.71,6.77,233.0,831.0,314.95,3.81,0.0,70.0,0.0,0.0,
2025-10-31 09:10:50,20.72,6.74,233.0,832.0,316.25,5.56,0.0,70.0,0.0,0.0,
2025-10-31 09:15:50,20.79,6.81,233.0,833.0,314.95,3.14,0.0,70.0,0.0,0.0,
2025-10-31 09:20:50,20.82,6.74,233.0,832.0,316.25,4.69,0.0,80.0,0.0,0.0,
2025-10-31 09:25:51,20.86,6.77,233.0,832.0,316.25,6.76,0.0,80.0,0.0,0.0,
2025-10-31 09:30:51,20.79,6.74,233.0,832.0,314.95,3.92,0.0,70.0,0.0,0.0,
2025-10-31 09:35:51,20.77,6.74,233.0,832.0,316.25,5.67,0.0,70.0,0.0,0.0,
2025-10-31 09:40:51,20.8,6.81,233.0,832.0,314.95,3.14,0.0,80.0,0.0,0.0,
2025-10-31 09:45:52,20.8,6.74,233.0,833.0,316.25,4.69,0.0,70.0,0.0,0.0,
2025-10-31 09:50:52,20.79,6.81,233.0,832.0,314.95,6.87,0.0,70.0,0.0,0.0,
2025-10-31 09:55:52,20.67,6.77,233.0,832.0,316.25,3.92,0.0,60.0,0.0,0.0,
2025-10-31 10:00:53,20.79,6.74,234.0,832.0,314.95,5.78,0.0,70.0,0.0,0.0,
2025-10-31 10:05:53,20.87,6.81,233.0,832.0,314.95,3.25,0.0,80.0,0.0,0.0,
2025-10-31 10:10:53,20.79,6.74,233.0,834.0,314.95,4.91,0.0,70.0,0.0,0.0,
2025-10-31 10:15:54,20.79,6.81,233.0,835.0,314.95,6.98,0.0,70.0,0.0,0.0,
2025-10-31 10:20:54,20.79,6.77,233.0,831.0,316.25,4.03,0.0,70.0,0.0,0.0,
2025-10-31 10:25:54,20.8,6.74,233.0,834.0,316.25,6.0,0.0,80.0,0.0,0.0,
2025-10-31 10:30:55,20.71,6.81,233.0,832.0,314.95,3.36,0.0,70.0,0.0,0.0,
2025-10-31 10:35:55,20.79,6.71,233.0,834.0,314.95,5.02,0.0,70.0,0.0,0.0,
2025-10-31 10:40:55,20.79,6.84,233.0,830.0,314.95,7.09,0.0,70.0,0.0,0.0,
2025-10-31 10:45:56,20.84,6.74,234.0,832.0,314.95,4.14,0.0,80.0,0.0,0.0,
2025-10-31 10:50:56,20.79,6.77,233.0,833.0,316.25,6.11,0.0,70.0,0.0,0.0,
2025-10-31 10:55:56,20.8,6.81,233.0,832.0,314.95,3.36,0.0,80.0,0.0,0.0,
2025-10-31 11:00:57,20.87,6.71,233.0,832.0,314.95,5.13,0.0,80.0,0.0,0.0,
2025-10-31 11:05:57,20.79,6.81,234.0,832.0,314.95,7.19,0.0,70.0,0.0,0.0,
2025-10-31 11:10:57,20.89,6.74,233.0,832.0,314.95,4.25,0.0,80.0,0.0,0.0,
2025-10-31 11:15:57,20.71,6.77,233.0,833.0,314.95,6.11,0.0,70.0,0.0,0.0,
2025-10-31 11:20:58,20.81,6.81,233.0,831.0,314.95,3.47,0.0,80.0,0.0,0.0,
2025-10-31 11:25:58,20.79,6.74,233.0,834.0,314.95,5.24,0.0,70.0,0.0,0.0,
2025-10-31 11:30:58,20.85,6.84,233.0,832.0,313.65,7.41,0.0,80.0,0.0,0.0,
2025-10-31 11:35:59,20.87,6.74,233.0,834.0,314.95,4.36,0.0,80.0,0.0,0.0,
2025-10-31 11:40:59,20.79,6.77,233.0,835.0,314.95,6.33,0.0,70.0,0.0,0.0,
2025-10-31 11:45:59,20.87,6.77,233.0,833.0,314.95,3.59,0.0,80.0,0.0,0.0,
2025-10-31 11:51:00,20.76,6.74,233.0,833.0,316.25,5.46,0.0,70.0,0.0,0.0,
2025-10-31 11:56:00,20.8,6.84,234.0,833.0,314.95,5.56,0.0,80.0,0.0,0.0,
2025-10-31 12:01:00,20.79,6.74,235.0,834.0,314.95,4.47,0.0,70.0,0.0,0.0,
2025-10-31 12:06:01,20.8,6.81,235.0,833.0,313.65,6.54,0.0,80.0,0.0,0.0,
2025-10-31 12:11:01,20.83,6.77,235.0,833.0,314.95,3.81,0.0,80.0,0.0,0.0,
2025-10-31 12:16:01,20.79,6.74,235.0,833.0,314.95,5.56,0.0,70.0,0.0,0.0,
2025-10-31 12:21:02,20.78,6.84,235.0,833.0,313.65,3.14,0.0,70.0,0.0,0.0,
2025-10-31 12:26:02,20.87,6.74,234.0,879.0,281.65,4.8,0.0,80.0,0.0,0.0,
2025-10-31 12:31:02,20.79,6.81,234.0,836.0,369.27,6.76,0.0,70.0,0.0,0.0,
2025-10-31 12:36:03,20.8,6.81,234.0,837.0,369.27,3.92,0.0,80.0,0.0,0.0,
2025-10-31 12:41:03,20.87,6.81,235.0,838.0,369.27,5.78,0.0,80.0,0.0,0.0,
2025-10-31 12:46:03,20.79,6.87,235.0,838.0,370.77,3.25,0.0,70.0,0.0,0.0,
2025-10-31 12:51:03,20.87,6.77,234.0,843.0,361.87,4.91,0.0,80.0,0.0,0.0,
2025-10-31 12:56:04,20.74,6.87,235.0,845.0,361.87,7.09,0.0,70.0,0.0,0.0,
2025-10-31 13:01:04,20.73,6.81,234.0,842.0,360.41,4.14,0.0,70.0,0.0,0.0,
2025-10-31 13:06:04,20.79,6.81,234.0,843.0,360.41,6.11,0.0,80.0,0.0,0.0,
2025-10-31 13:11:05,20.79,6.84,235.0,842.0,360.41,3.47,0.0,70.0,0.0,0.0,
2025-10-31 13:16:05,20.79,6.77,234.0,842.0,360.41,5.13,0.0,70.0,0.0,0.0,
2025-10-31 13:21:05,20.79,6.87,234.0,844.0,360.41,7.41,0.0,70.0,0.0,0.0,
2025-10-31 13:26:06,20.87,6.81,235.0,840.0,360.41,4.36,0.0,80.0,0.0,0.0,
2025-10-31 13:31:06,20.79,6.81,234.0,845.0,360.41,6.33,0.0,70.0,0.0,0.0,
